ami_,failure_scenarios,description,relevant_vulnerabilities,impacts,potential_mitigations,nist_csf_subcategory,domain,source_file,scenario_raw,scenario_id,csf_subcategory,nist_function,der_,dgm_
,,,V27B) Back doors for access are left in place for AMI equipment,"I27B) Faked failure messages cause the utility to assume the cost of investigation and deploying technicians to resolve issues, as well as cost of their inability to address real problem meters due to the false event “noise.”",M27B) Design for security in equipment such that knowledge of the design alone should not allow a threat agent to access a device without knowledge of keys and other credentials in equipment devices,PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality),AMI,ami.csv,,169,PR.IP-1: A baseline configuration of information technology/industrial control systems is created and maintained incorporating security principles (e.g. concept of least functionality),PR,,
,,,,,M27C) Configure for least functionality by removing unnecessary interfaces and labeling from production devices,"PR.PT-3: The principle of least functionality is incorporated by configuring systems to provide only essential capabilities
",AMI,ami.csv,,170,"PR.PT-3: The principle of least functionality is incorporated by configuring systems to provide only essential capabilities
",PR,,
28.0,Failed Patching Causes AMI Devices to Stop Operating,"A utility attempts to patch the AMI devices, but fails. Many AMI devices are no longer able to operate due to the failed patching pr",V28A) Software patches may be applied without verifying continued system operation in the realistic environment of a large footprint operation,I28A) Cost to utility to repair or replace devices,M28A) Require fail-safe rollback for the patching process,"PR.PT-5: Mechanisms (e.g., failsafe, load balancing, hot swap) are implemented to achieve resilience requirements in normal and adverse situations",AMI,ami.csv,,171,"PR.PT-5: Mechanisms (e.g., failsafe, load balancing, hot swap) are implemented to achieve resilience requirements in normal and adverse situations",PR,,
,,,,"I28B) Lack of capability to invoice customers, causing temporary financial loss",M28B) Test before installation to troubleshoot problems by testing a (non-production) set of meters prior to applying patches to production units,"PR.DS-7: The development and testing environment(s) are separate from the production environment
PR.IP-2: A System Development Life Cycle to manage systems is implemented",AMI,ami.csv,,172,"PR.DS-7: The development and testing environment(s) are separate from the production environment
PR.IP-2: A System Development Life Cycle to manage systems is implemented",PR,,
,,,,"I28C) Loss of capability to perform DR, which may cause outages during periods of peak use",,,AMI,ami.csv,,173,nan,,,
,,,,I28D) Cost of handling customer service situation,,,AMI,ami.csv,,174,nan,,,
29.0,"Unauthorized Device Acquires HAN Access and Steals Private
Information",An unauthorized device gains access to the HAN and uses the web interface to obtain private information. Examples of such information are patterns of energy usage and the presence of medical devices,V29A) System relies on credentials that are easy to obtain for access to the HAN,I29A) Privacy violations for customers,M29A) Require approved cryptographic algorithms for protection of the HAN,"PR.DS-2: Data-in-transit is protected
PR.PT-4: Communications and control networks are protected
",AMI,ami.csv,,175,"PR.DS-2: Data-in-transit is protected
PR.PT-4: Communications and control networks are protected
",PR,,
,,,,"I29B) Loss of public confidence in AMI, even if the utility is not held legally responsible for the privacy violations",M29B) Require multi-factor authentication for access to the HAN,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",AMI,ami.csv,,176,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,
,,,,I29C) Costs of privacy breach notification if required of the utility,M29C) Minimize private information in HAN systems and devices,PR.PT-3: The principle of least functionality is incorporated by configuring systems to provide only essential capabilities,AMI,ami.csv,,177,PR.PT-3: The principle of least functionality is incorporated by configuring systems to provide only essential capabilities,PR,,
30.0,Threat Agent Performs Unauthorized Firmware Alteration,"A threat agent installs rogue firmware on multiple smart meters, bypassing any protection mechanism (e.g., checksums, signatures) and fully controlling smart meter behavior. This might be achieved via direct access to meters, via interception/modification of legitimate meter updates or via access to the headend",V30A) System relies on credentials that are easy to obtain for access to install firmware on the meter,I30A) Continuous loss of revenue for utility if modified firmware understates usage (impact scales as more meters are affected),"M30A) Detect unusual patterns of energy usage on smart meters (all utilities have some type of revenue protection scheme, but these may not be sufficient)","DE.AE-5: Incident alert thresholds are established
DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed
DE.CM-1: The network is monitored to detect potential cybersecurity events
",AMI,ami.csv,,178,"DE.AE-5: Incident alert thresholds are established
DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed
DE.CM-1: The network is monitored to detect potential cybersecurity events
",DE,,
,,,V30B) System permits installation of malware* on a meter,"I30B) Truck rolls needed to investigate compromised meter failure or nonresponsive
meters",M30B) Require multi-factor authentication for firmware updates,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",AMI,ami.csv,,179,"PR.AC-7: Users, devices, and other assets are authenticated (e.g., single-factor, multi-factor) commensurate with the risk of the transaction (e.g., individuals’ security and privacy risks and other organizational risks)",PR,,
,,,,,M30C) Check software file integrity (using digital signature or keyed hash) code files to validate firmware updates before installation,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",AMI,ami.csv,,180,"PR.DS-6: Integrity checking mechanisms are used to verify software, firmware, and information integrity",PR,,
,,,,,M30D) Use Role-Based Access Control to limit privileges to install firmware,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",AMI,ami.csv,,181,"PR.AC-4: Access permissions and authorizations are managed, incorporating the principles of least privilege and separation of duties",PR,,
